shipment_id,sale_id,origin_store_id,destination_address,transport_mode,carrier,departure_date,arrival_date,status,distance,cost
643,712,1,"ст. Истра, ул. Коммунальная, д. 2, 986565",Морской,ТрансЛогистик,2023-04-21 06:10:00,2023-04-23 16:10:00,Доставлено,113,158.73
644,713,6,"г. Рыльск, ул. Полевая, д. 8/9 стр. 32, 361280",ЖД,ТрансЛогистик,2023-09-05 09:05:00,2023-09-05 11:05:00,Доставлено,626,926.04
645,715,1,"г. Осташков, пр. Железнодорожный, д. 334 к. 143, 832970",ЖД,ЭкспрессДоставка,2023-08-24 14:44:00,2023-08-27 03:44:00,Доставлено,944,1880.53
646,716,2,"г. Мурманск, пер. Некрасова, д. 317 стр. 68, 124999",ЖД,ЛогистикПро,2023-11-29 21:26:00,2023-11-30 16:26:00,Доставлено,233,172.31
647,717,6,"г. Ревда (Сверд.), ш. Ульяновское, д. 3/6 к. 88, 651893",Морской,ЛогистикПро,2023-11-23 07:40:00,2023-11-25 19:40:00,Доставлено,350,528.76
648,718,10,"ст. Североморск, пер. Шевченко, д. 5/7 к. 485, 508218",Морской,ЭкспрессДоставка,2023-04-14 08:38:00,2023-04-14 18:38:00,Доставлено,587,605.62
649,719,2,"к. Красногорск (Моск.), бул. Гаражный, д. 763 к. 6, 918356",Морской,ТрансЛогистик,2023-06-18 12:12:00,2023-06-20 21:12:00,Доставлено,399,616.88
650,720,3,"д. Салават, алл. Мельничная, д. 4, 951224",Грузовик,ТрансЛогистик,2023-04-04 08:07:00,2023-04-04 22:07:00,Доставлено,431,608.7
651,721,10,"г. Забайкальск, пер. Тополиный, д. 25 к. 3/9, 670765",Грузовик,ЛогистикПро,2023-03-23 08:37:00,2023-03-24 15:37:00,Доставлено,746,1425.41
652,722,5,"с. Аша, ш. Народное, д. 44 к. 3/7, 943714",Авиа,ЛогистикПро,2023-01-13 14:31:00,2023-01-15 12:31:00,Доставлено,52,97.92
653,723,9,"к. Данков, ул. Ставропольская, д. 6 стр. 5/6, 910182",Морской,ЛогистикПро,2023-05-25 22:40:00,2023-05-26 05:40:00,Доставлено,539,733.36
654,724,9,"с. Кажим, ш. Челюскинцев, д. 14, 255117",Грузовик,ТрансЛогистик,2023-09-03 02:45:00,2023-09-03 23:45:00,Доставлено,173,202.98
655,725,10,"д. Шали, ш. Тюленина, д. 8 к. 8, 080939",Авиа,ТрансЛогистик,2023-03-13 17:35:00,2023-03-14 05:35:00,Доставлено,448,517.72
656,726,8,"г. Кажим, ул. Дальневосточная, д. 608, 740810",Морской,ЛогистикПро,2023-06-06 11:34:00,2023-06-07 11:34:00,Доставлено,642,648.26
657,727,10,"клх Карачаевск, алл. Березовая, д. 6, 914724",Авиа,ЭкспрессДоставка,2023-07-25 10:36:00,2023-07-25 14:36:00,Доставлено,836,532.04
658,728,9,"п. Середниково, ш. Ясное, д. 4/8, 771598",Морской,ЭкспрессДоставка,2023-06-08 06:26:00,2023-06-08 07:26:00,Доставлено,490,376.48
659,729,7,"г. Минусинск, алл. Коммуны, д. 5 стр. 29, 638600",ЖД,ЭкспрессДоставка,2023-06-27 15:44:00,2023-06-27 22:44:00,Доставлено,608,773.46
660,730,1,"д. Миллерово, ш. Ленина, д. 73 к. 1/1, 241792",Грузовик,ЭкспрессДоставка,2023-06-19 04:01:00,2023-06-19 16:01:00,Доставлено,869,975.59
661,731,3,"п. Мирный, наб. Главная, д. 731 к. 129, 549341",ЖД,ЛогистикПро,2023-06-30 14:44:00,2023-07-02 13:44:00,Доставлено,406,495.79
662,733,10,"с. Горячинск, пер. Репина, д. 418, 146706",Авиа,ЭкспрессДоставка,2023-10-17 16:39:00,2023-10-18 01:39:00,Доставлено,942,1102.0
663,734,9,"г. Тикси, бул. Огородный, д. 27 стр. 8, 694093",Грузовик,ЛогистикПро,2023-08-14 05:07:00,2023-08-14 14:07:00,Доставлено,840,758.43
664,735,7,"с. Урус-Мартан, бул. Ушакова, д. 74, 790161",ЖД,ЛогистикПро,2023-03-12 23:44:00,2023-03-13 02:44:00,Доставлено,648,638.41
665,736,3,"с. Катайск, бул. Восточный, д. 85 стр. 824, 549829",Авиа,ЭкспрессДоставка,2023-06-14 09:03:00,2023-06-14 15:03:00,Доставлено,62,114.56
666,737,8,"ст. Калязин, ш. Ленинградское, д. 230 к. 4/1, 454082",Морской,ЛогистикПро,2023-01-05 10:23:00,2023-01-06 01:23:00,Доставлено,807,1527.48
667,738,2,"клх Иваново, алл. Ушакова, д. 48 к. 4/9, 087009",Морской,ЛогистикПро,2023-03-24 17:10:00,2023-03-27 16:10:00,Доставлено,792,655.44
668,739,10,"д. Тула, бул. Льва Толстого, д. 6/7 к. 5/1, 279974",ЖД,ТрансЛогистик,2023-12-12 10:27:00,2023-12-14 03:27:00,Доставлено,530,601.68
669,740,9,"с. Новосибирск, алл. Широкая, д. 8, 009797",Морской,ТрансЛогистик,2023-02-10 12:39:00,2023-02-13 03:39:00,Доставлено,622,443.37
670,741,4,"п. Барнаул, пр. Большой, д. 2, 705891",Морской,ТрансЛогистик,2023-11-10 16:22:00,2023-11-12 19:22:00,Доставлено,604,672.75
671,742,6,"д. Токсово, бул. Геологический, д. 260 стр. 972, 130581",Авиа,ТрансЛогистик,2023-12-03 14:15:00,2023-12-05 15:15:00,Доставлено,281,241.41
672,743,3,"с. Воронеж, пр. Киевский, д. 3 к. 9, 336030",Морской,ЛогистикПро,2023-05-15 11:47:00,2023-05-17 18:47:00,Доставлено,242,333.76
673,744,4,"клх Биробиджан, наб. 8 Марта, д. 5, 315860",Морской,ТрансЛогистик,2023-12-30 13:50:00,2024-01-02 07:50:00,Доставлено,877,1423.59
674,745,2,"п. Шатки, алл. Леонова, д. 33 к. 70, 824861",ЖД,ЭкспрессДоставка,2023-11-10 07:25:00,2023-11-12 10:25:00,Доставлено,519,414.54
675,746,4,"г. Адлер, пр. Водников, д. 50 стр. 9/3, 837158",Грузовик,ЭкспрессДоставка,2023-11-08 12:53:00,2023-11-10 14:53:00,Доставлено,417,829.31
676,747,7,"д. Нарткала, алл. 9 мая, д. 1/1, 151481",Авиа,ЭкспрессДоставка,2023-10-24 17:18:00,2023-10-26 12:18:00,Доставлено,320,228.43
677,748,1,"д. Мостовской, бул. Привольный, д. 630 стр. 28, 738384",Авиа,ЛогистикПро,2023-07-29 13:01:00,2023-07-30 09:01:00,Доставлено,815,1252.21
678,749,4,"ст. Костомукша, ул. Астраханская, д. 6, 478485",Морской,ЭкспрессДоставка,2023-03-16 12:03:00,2023-03-19 04:03:00,Доставлено,415,408.33
679,750,6,"ст. Данков, бул. Нефтяников, д. 8 стр. 4, 748190",Грузовик,ЭкспрессДоставка,2023-09-14 16:08:00,2023-09-14 20:08:00,Доставлено,572,481.43
680,751,5,"с. Курск, пр. Машиностроителей, д. 5, 647141",Морской,ЭкспрессДоставка,2023-04-22 21:42:00,2023-04-25 21:42:00,Доставлено,219,301.83
681,752,8,"ст. Лысьва, наб. Новосельская, д. 918 к. 11, 757746",ЖД,ЛогистикПро,2023-02-21 10:10:00,2023-02-22 11:10:00,Доставлено,456,725.32
682,753,4,"клх Аша, пер. Водопроводный, д. 6/8 к. 762, 007837",Грузовик,ЭкспрессДоставка,2023-10-20 17:08:00,2023-10-22 15:08:00,Доставлено,21,37.53
683,754,2,"к. Тюмень, алл. Полевая, д. 667 к. 3/9, 499839",ЖД,ЛогистикПро,2023-02-28 20:48:00,2023-03-02 20:48:00,Доставлено,301,370.3
684,755,4,"ст. Воронеж, пер. Минский, д. 4, 409336",Авиа,ТрансЛогистик,2023-06-17 13:57:00,2023-06-20 09:57:00,Доставлено,599,620.43
685,757,4,"к. Нижнеудинск, ш. Ставропольское, д. 3 к. 4, 080166",Морской,ТрансЛогистик,2023-06-22 18:51:00,2023-06-23 17:51:00,Доставлено,295,419.42
686,758,10,"с. Пинега, пр. Пионерский, д. 4/6 к. 828, 417464",ЖД,ТрансЛогистик,2023-03-06 05:15:00,2023-03-06 17:15:00,Доставлено,618,893.61
687,759,3,"г. Можайск, бул. Ангарский, д. 9 стр. 7/1, 366844",ЖД,ТрансЛогистик,2023-06-04 13:36:00,2023-06-04 15:36:00,Доставлено,345,196.16
688,760,3,"клх Когалым, ул. Осенняя, д. 3/6, 966314",Авиа,ЛогистикПро,2023-07-15 05:09:00,2023-07-16 03:09:00,Доставлено,361,464.06
689,761,8,"ст. Кизилюрт, наб. Вокзальная, д. 8 к. 93, 994053",Авиа,ТрансЛогистик,2023-10-18 06:52:00,2023-10-20 09:52:00,Доставлено,521,410.71
690,762,5,"г. Чегем, алл. Мельничная, д. 643 стр. 1, 956661",ЖД,ЭкспрессДоставка,2023-07-02 04:08:00,2023-07-03 07:08:00,Доставлено,871,1292.31
691,763,10,"г. Пушкин, пр. Ленинский, д. 444, 401660",Авиа,ЭкспрессДоставка,2023-08-25 13:54:00,2023-08-27 17:54:00,Доставлено,247,313.58
692,764,1,"п. Кизилюрт, ул. Кубанская, д. 845, 074392",ЖД,ЭкспрессДоставка,2023-09-29 01:38:00,2023-09-30 08:38:00,Доставлено,700,442.14
693,766,7,"п. Усть-Ишим, наб. Морская, д. 756, 133086",Морской,ЛогистикПро,2023-10-12 16:51:00,2023-10-13 14:51:00,Доставлено,639,448.61
694,767,2,"д. Усть-Джегута, пер. Харьковский, д. 8/8 к. 4/9, 090360",ЖД,ТрансЛогистик,2023-02-05 12:45:00,2023-02-08 11:45:00,Доставлено,76,140.35
695,768,10,"с. Новокузнецк, пер. Первомайский, д. 60 к. 9, 431570",Авиа,ЛогистикПро,2023-04-07 11:44:00,2023-04-08 04:44:00,Доставлено,7,6.13
696,769,4,"клх Урай, пр. Украинский, д. 57 стр. 34, 453411",Морской,ЛогистикПро,2023-07-18 09:05:00,2023-07-20 20:05:00,Доставлено,884,1489.03
697,770,2,"д. Токсово, пр. Новостройка, д. 2 к. 3/9, 941920",Грузовик,ЭкспрессДоставка,2023-10-05 22:23:00,2023-10-07 07:23:00,Доставлено,630,339.95
698,771,2,"п. Усолье Сибирское, бул. Профсоюзный, д. 42 к. 3/9, 500634",Морской,ЛогистикПро,2023-06-01 06:12:00,2023-06-02 07:12:00,Доставлено,156,249.23
699,772,6,"д. Нефтекамск, пер. Ангарский, д. 602, 980680",Авиа,ЭкспрессДоставка,2023-12-11 01:08:00,2023-12-11 16:08:00,Доставлено,714,1244.19
700,773,9,"ст. Гагарин, пр. Февральский, д. 9/9 стр. 6, 807485",ЖД,ЛогистикПро,2023-04-10 13:29:00,2023-04-11 09:29:00,Доставлено,334,259.54
701,774,7,"г. Шатура, ул. Коминтерна, д. 589, 408919",Морской,ЛогистикПро,2023-05-16 16:13:00,2023-05-17 06:13:00,Доставлено,652,699.06
702,775,5,"п. Беслан, ул. Шевченко, д. 819, 509139",ЖД,ЛогистикПро,2023-06-04 10:42:00,2023-06-05 15:42:00,Доставлено,668,334.57
703,777,4,"п. Новороссийск, наб. Главная, д. 7 к. 66, 339054",Морской,ЛогистикПро,2023-01-17 18:50:00,2023-01-19 10:50:00,Доставлено,461,720.66
704,779,10,"клх Нарым, бул. Харьковский, д. 662 к. 2/3, 708516",Морской,ЭкспрессДоставка,2023-03-20 23:05:00,2023-03-21 21:05:00,Доставлено,736,713.13
705,780,6,"к. Санкт-Петербург, ш. Черемушки, д. 403 к. 908, 129470",ЖД,ТрансЛогистик,2023-05-27 07:29:00,2023-05-29 00:29:00,Доставлено,896,653.44
706,781,8,"д. Белоярский, наб. Пролетарская, д. 9/3 стр. 527, 061010",Грузовик,ЭкспрессДоставка,2023-01-20 10:13:00,2023-01-22 15:13:00,Доставлено,497,393.67
707,782,2,"г. Туапсе, бул. Краснопартизанский, д. 2 к. 48, 662844",ЖД,ЛогистикПро,2023-03-21 11:34:00,2023-03-23 21:34:00,Доставлено,866,1391.64
708,783,9,"п. Кежма, ш. Сплавное, д. 792, 662608",Авиа,ЛогистикПро,2023-03-25 10:52:00,2023-03-26 13:52:00,Доставлено,722,1220.45
709,784,3,"клх Павловский Посад, ул. Попова, д. 901 стр. 86, 043557",Авиа,ЛогистикПро,2023-08-05 14:21:00,2023-08-05 22:21:00,Доставлено,103,59.36
710,785,8,"ст. Карачаевск, пр. Кузнечный, д. 6 стр. 9/9, 674933",Морской,ТрансЛогистик,2023-06-23 01:55:00,2023-06-24 20:55:00,Доставлено,346,483.82
711,786,1,"клх Карачаевск, ш. Прибрежное, д. 2 к. 3, 049317",ЖД,ЛогистикПро,2023-04-13 09:33:00,2023-04-15 22:33:00,Доставлено,881,624.85
712,787,3,"п. Жиганск, алл. Ветеранов, д. 6/8 к. 550, 911623",Морской,ЛогистикПро,2023-01-05 06:01:00,2023-01-05 13:01:00,Доставлено,234,194.53
713,788,4,"к. Владивосток, ш. Тополиное, д. 8, 800092",Грузовик,ЭкспрессДоставка,2023-07-25 20:06:00,2023-07-28 14:06:00,Доставлено,693,936.76
714,789,3,"п. Верхотурье, наб. Деповская, д. 8, 361967",Грузовик,ТрансЛогистик,2023-01-06 08:01:00,2023-01-07 01:01:00,Доставлено,398,686.89
715,790,1,"д. Оса, ул. Лазурная, д. 2, 001412",ЖД,ЛогистикПро,2023-05-10 18:29:00,2023-05-11 18:29:00,Доставлено,674,647.42
716,791,5,"п. Тосно, наб. Медицинская, д. 9 стр. 2, 677312",Морской,ЛогистикПро,2023-12-21 05:42:00,2023-12-22 02:42:00,Доставлено,342,335.96
717,793,2,"п. Подольск, ш. Волжское, д. 9/6 к. 6/7, 413866",ЖД,ЭкспрессДоставка,2023-09-02 22:39:00,2023-09-05 04:39:00,Доставлено,599,512.9
718,794,2,"к. Лазаревское, ш. О.Кошевого, д. 666, 459613",Морской,ЛогистикПро,2023-05-09 00:03:00,2023-05-10 02:03:00,Доставлено,174,278.62
719,795,7,"ст. Сусуман, алл. Матросова, д. 3 стр. 38, 388732",Морской,ТрансЛогистик,2023-11-25 15:13:00,2023-11-27 22:13:00,Доставлено,877,1692.24
720,796,9,"с. Армавир, ш. Запорожское, д. 1/6, 587124",Авиа,ЭкспрессДоставка,2023-03-30 08:47:00,2023-03-30 21:47:00,Доставлено,832,730.14
721,797,6,"ст. Избербаш, алл. Просвещения, д. 83, 516733",Морской,ЛогистикПро,2023-09-07 06:15:00,2023-09-08 22:15:00,Доставлено,961,1290.57
722,798,4,"клх Минусинск, ул. Горького, д. 9/2, 387285",Морской,ЭкспрессДоставка,2023-05-19 23:58:00,2023-05-22 06:58:00,Доставлено,232,275.07
723,799,3,"ст. Чебоксары, ул. Щербакова, д. 8, 646647",Грузовик,ЭкспрессДоставка,2023-03-07 20:18:00,2023-03-09 05:18:00,Доставлено,970,1814.1
724,800,10,"к. Невинномысск, наб. Восьмого Марта, д. 848 стр. 432, 157762",Грузовик,ТрансЛогистик,2023-10-26 01:51:00,2023-10-28 12:51:00,Доставлено,941,1348.83
725,801,3,"ст. Кемерово, бул. Энгельса, д. 3 стр. 58, 119340",Морской,ТрансЛогистик,2023-08-21 23:10:00,2023-08-22 07:10:00,Доставлено,346,545.42
726,802,10,"д. Кузнецк, пр. Песочный, д. 9, 228562",Грузовик,ЛогистикПро,2023-05-30 06:56:00,2023-05-31 21:56:00,Доставлено,235,316.39
727,803,8,"д. Белый Яр (Томск.), ш. Деповское, д. 11, 799128",Морской,ЭкспрессДоставка,2023-08-14 02:26:00,2023-08-16 04:26:00,Доставлено,579,667.46
728,804,1,"к. Усть-Кулом, наб. Кубанская, д. 14, 877592",Авиа,ЛогистикПро,2023-02-22 18:41:00,2023-02-25 04:41:00,Доставлено,1000,1822.16
729,805,9,"с. Сызрань, наб. Баумана, д. 2/9 к. 38, 776571",Авиа,ЛогистикПро,2023-05-14 15:06:00,2023-05-15 03:06:00,Доставлено,541,669.29
730,806,4,"ст. Шахты, бул. Тихий, д. 13 к. 5, 242928",ЖД,ТрансЛогистик,2023-05-16 05:24:00,2023-05-17 22:24:00,Доставлено,502,256.13
731,807,10,"д. Киржач, ш. Пролетарское, д. 394 к. 353, 288191",Грузовик,ТрансЛогистик,2023-10-02 19:09:00,2023-10-04 16:09:00,Доставлено,162,191.62
732,808,9,"г. Вытегра, бул. Ударный, д. 5 стр. 9, 951552",Грузовик,ТрансЛогистик,2023-06-23 19:55:00,2023-06-26 08:55:00,Доставлено,442,293.17
733,809,4,"к. Бугуруслан, бул. Лесхозный, д. 8/7 к. 9, 111003",Авиа,ТрансЛогистик,2023-03-21 13:38:00,2023-03-22 05:38:00,Доставлено,934,760.27
734,810,2,"д. Ямбург, бул. Театральный, д. 999 к. 7/1, 861375",ЖД,ТрансЛогистик,2023-07-17 13:48:00,2023-07-19 11:48:00,Доставлено,56,84.82
735,811,3,"клх Ярославль, алл. Карбышева, д. 38 стр. 4, 028680",Авиа,ЛогистикПро,2023-12-31 12:58:00,2024-01-03 02:58:00,Доставлено,685,1045.64
736,812,4,"ст. Александровск-Сахалинский, бул. Чапаева, д. 7, 659666",Морской,ЛогистикПро,2023-05-07 18:15:00,2023-05-10 02:15:00,Доставлено,489,953.37
737,813,9,"п. Соловки, пер. Гаражный, д. 5, 236769",Морской,ЭкспрессДоставка,2023-10-21 03:50:00,2023-10-22 04:50:00,Доставлено,801,551.64
738,814,3,"клх Кировск (Мурм.), бул. Байкальский, д. 79, 313867",Грузовик,ЛогистикПро,2023-03-08 03:05:00,2023-03-10 16:05:00,Доставлено,825,1259.42
739,815,9,"г. Мезень, алл. Одесская, д. 25 стр. 4, 994569",Авиа,ТрансЛогистик,2023-09-29 16:32:00,2023-10-02 15:32:00,Доставлено,55,52.01
740,816,3,"клх Сальск, алл. Ветеранов, д. 634 к. 9, 691695",Грузовик,ЭкспрессДоставка,2023-12-23 12:44:00,2023-12-25 13:44:00,Доставлено,436,775.76
741,817,1,"с. Сарапул, пр. Павлика Морозова, д. 82 стр. 648, 757168",Авиа,ТрансЛогистик,2023-11-11 06:42:00,2023-11-14 00:42:00,Доставлено,805,1114.11
742,818,3,"д. Тутаев, наб. Кузнечная, д. 58 к. 63, 054546",ЖД,ЭкспрессДоставка,2023-01-26 18:18:00,2023-01-29 09:18:00,Доставлено,360,394.66
743,819,9,"г. Дзержинск, алл. Большая, д. 5/9 стр. 862, 621366",ЖД,ЭкспрессДоставка,2023-11-03 06:22:00,2023-11-04 01:22:00,Доставлено,462,561.88
744,820,5,"к. Курск, пер. Астраханский, д. 24 стр. 26, 929838",ЖД,ЭкспрессДоставка,2023-12-22 14:11:00,2023-12-23 20:11:00,Доставлено,209,381.72
745,821,10,"к. Ухта, ул. Подстанция, д. 3/2 стр. 4/4, 856209",Грузовик,ТрансЛогистик,2023-02-26 18:06:00,2023-03-01 12:06:00,Доставлено,1000,1358.68
746,822,8,"д. Магас, бул. Железнодорожный, д. 2 к. 2, 980964",Морской,ЛогистикПро,2023-03-14 16:24:00,2023-03-14 20:24:00,Доставлено,595,1132.33
747,823,6,"к. Ярославль, пр. Жуковского, д. 76 стр. 6/5, 375310",ЖД,ТрансЛогистик,2023-04-23 18:29:00,2023-04-25 10:29:00,Доставлено,480,377.59
748,825,10,"п. Горячинск, бул. Энтузиастов, д. 4/1 к. 16, 379605",ЖД,ЛогистикПро,2023-03-15 04:24:00,2023-03-17 08:24:00,Доставлено,765,1152.07
749,826,1,"клх Ставрополь, ш. Лазурное, д. 28, 395500",Авиа,ЛогистикПро,2023-12-14 12:43:00,2023-12-16 00:43:00,Доставлено,112,57.18
750,827,3,"п. Иркутск, алл. Бульварная, д. 2/7 к. 629, 382887",Авиа,ТрансЛогистик,2023-04-09 09:47:00,2023-04-11 06:47:00,Доставлено,62,40.95
751,828,10,"п. Бийск, пр. Луговой, д. 548 к. 6, 049227",ЖД,ТрансЛогистик,2023-04-14 13:18:00,2023-04-15 17:18:00,Доставлено,776,447.97
752,829,1,"с. Усть-Кут, ш. Бульварное, д. 9/1, 288681",Морской,ТрансЛогистик,2023-01-10 14:32:00,2023-01-10 15:32:00,Доставлено,60,90.44
753,830,7,"п. Ярославль, пр. Белинского, д. 8 к. 9/8, 554702",Авиа,ЭкспрессДоставка,2023-09-18 23:37:00,2023-09-20 17:37:00,Доставлено,387,407.7
754,831,7,"к. Рязань, наб. 30 лет Победы, д. 5 стр. 5, 682985",Грузовик,ЛогистикПро,2023-05-19 18:01:00,2023-05-20 18:01:00,Доставлено,181,333.76
755,832,3,"д. Мураши, наб. Бабушкина, д. 30, 367281",ЖД,ЛогистикПро,2023-07-12 00:43:00,2023-07-13 19:43:00,Доставлено,490,771.75
756,833,8,"к. Петушки, ул. Ватутина, д. 5 к. 617, 814753",ЖД,ЛогистикПро,2023-02-06 21:49:00,2023-02-07 11:49:00,Доставлено,743,1249.76
757,834,9,"к. Новый Уренгой, ул. Осипенко, д. 250 к. 78, 964007",ЖД,ЛогистикПро,2023-12-16 19:31:00,2023-12-17 02:31:00,Доставлено,169,102.57
758,835,10,"г. Ульяновск, ул. Вавилова, д. 73, 824359",Морской,ТрансЛогистик,2023-07-23 14:40:00,2023-07-24 01:40:00,Доставлено,747,492.85
759,836,3,"г. Кашхатау, бул. Аэродромный, д. 4/1 стр. 34, 683778",ЖД,ЛогистикПро,2023-11-04 01:20:00,2023-11-06 10:20:00,Доставлено,591,868.64
760,837,9,"к. Белогорск (Амур.), бул. Попова, д. 1 к. 992, 789506",Авиа,ЭкспрессДоставка,2023-05-18 10:28:00,2023-05-18 22:28:00,Доставлено,820,1396.25
761,838,4,"ст. Балтийск, бул. Войкова, д. 9/2 стр. 746, 519145",Грузовик,ЛогистикПро,2023-06-13 09:10:00,2023-06-16 09:10:00,Доставлено,965,1598.81
762,839,9,"клх Наро-Фоминск, наб. Стадионная, д. 44, 639676",Авиа,ТрансЛогистик,2023-01-09 14:05:00,2023-01-12 10:05:00,Доставлено,339,430.67
763,840,2,"д. Кежма, наб. Панфилова, д. 690 стр. 6/9, 191445",ЖД,ТрансЛогистик,2023-10-05 03:09:00,2023-10-07 13:09:00,Доставлено,441,836.97
764,841,9,"г. Алапаевск, наб. Октябрьская, д. 30 к. 5, 232969",Морской,ЛогистикПро,2023-01-16 01:23:00,2023-01-16 07:23:00,Доставлено,479,352.89
765,844,2,"ст. Невьянск, бул. Сенной, д. 3 к. 3/6, 013041",Авиа,ЭкспрессДоставка,2023-10-30 15:20:00,2023-11-01 14:20:00,Доставлено,900,641.6
766,845,7,"п. Глазов, алл. Тепличная, д. 5/3, 783491",Морской,ТрансЛогистик,2023-04-30 18:15:00,2023-05-03 01:15:00,Доставлено,317,365.79
767,846,5,"с. Жуковский, алл. Тимирязева, д. 448 стр. 9, 313600",ЖД,ЭкспрессДоставка,2023-11-27 15:11:00,2023-11-29 03:11:00,Доставлено,118,101.14
768,847,5,"г. Бреды, ш. Тенистое, д. 9, 540658",ЖД,ЛогистикПро,2023-12-07 10:02:00,2023-12-09 08:02:00,Доставлено,589,621.64
769,848,10,"д. Королев, пр. Портовый, д. 28, 391891",ЖД,ТрансЛогистик,2023-02-08 12:42:00,2023-02-09 00:42:00,Доставлено,445,706.41
770,849,1,"к. Кизел, ш. Челюскинцев, д. 4, 553874",Морской,ЛогистикПро,2023-11-27 23:35:00,2023-11-29 14:35:00,Доставлено,36,27.61
771,850,10,"г. Кош-Агач, ул. Озерная, д. 149, 530913",ЖД,ЛогистикПро,2023-04-10 09:46:00,2023-04-12 20:46:00,Доставлено,199,226.33
772,851,3,"п. Уэлен, бул. Осипенко, д. 55 к. 3/2, 185023",Морской,ЭкспрессДоставка,2023-12-02 20:48:00,2023-12-04 14:48:00,Доставлено,230,161.09
773,852,10,"д. Бавлы, пер. Плеханова, д. 604, 721735",Грузовик,ТрансЛогистик,2023-05-20 22:34:00,2023-05-23 14:34:00,Доставлено,395,609.4
774,853,3,"г. Апрелевка, пер. Фрунзе, д. 2/3 стр. 156, 263764",Морской,ЭкспрессДоставка,2023-02-03 00:05:00,2023-02-04 06:05:00,Доставлено,421,694.66
775,854,9,"ст. Ялуторовск, бул. Семашко, д. 7 стр. 6, 107838",Морской,ЭкспрессДоставка,2023-02-18 07:50:00,2023-02-20 01:50:00,Доставлено,445,731.65
776,855,4,"к. Ербогачен, пер. Советской Армии, д. 56, 113656",ЖД,ТрансЛогистик,2023-06-01 21:42:00,2023-06-02 07:42:00,Доставлено,147,201.74
777,856,4,"п. Комсомольск-на-Амуре, пер. Таежный, д. 7/5, 024859",Грузовик,ТрансЛогистик,2023-10-03 05:55:00,2023-10-03 16:55:00,Доставлено,700,1074.88
778,858,8,"г. Киржач, пер. Балтийский, д. 630 к. 705, 699000",Грузовик,ЭкспрессДоставка,2023-02-23 21:07:00,2023-02-25 20:07:00,Доставлено,950,537.7
779,859,7,"п. Кострома, бул. Киевский, д. 509 к. 176, 706719",Морской,ЭкспрессДоставка,2023-05-15 22:34:00,2023-05-16 19:34:00,Доставлено,146,144.24
780,860,2,"с. Бодайбо, пер. Ярославский, д. 2 к. 143, 819382",Авиа,ТрансЛогистик,2023-06-08 12:48:00,2023-06-08 22:48:00,Доставлено,544,662.38
781,861,8,"с. Новомосковск, ш. Фадеева, д. 849, 897085",Авиа,ЛогистикПро,2023-01-22 17:11:00,2023-01-25 16:11:00,Доставлено,864,473.53
782,862,2,"п. Луга, бул. Мичурина, д. 6 стр. 4, 664255",Грузовик,ЛогистикПро,2023-08-15 21:33:00,2023-08-18 00:33:00,Доставлено,536,882.43
783,863,3,"д. Белогорск (Амур.), алл. Братская, д. 102 к. 2/9, 702072",ЖД,ЭкспрессДоставка,2023-06-10 20:20:00,2023-06-13 20:20:00,Доставлено,781,1513.68
784,864,4,"д. Калязин, пер. Ударный, д. 350 стр. 8, 232932",ЖД,ЛогистикПро,2023-05-25 15:47:00,2023-05-28 05:47:00,Доставлено,615,634.66
785,865,3,"с. Елатьма, ул. Гаражная, д. 28, 797355",Грузовик,ЭкспрессДоставка,2023-11-02 15:46:00,2023-11-04 06:46:00,Доставлено,486,964.99
786,866,4,"с. Шелагонцы, ул. Астраханская, д. 607, 519441",Грузовик,ЛогистикПро,2023-06-02 01:11:00,2023-06-04 14:11:00,Доставлено,152,265.43
787,867,4,"с. Златоуст, пер. Песчаный, д. 870 стр. 3/5, 904852",Авиа,ЭкспрессДоставка,2023-08-12 08:11:00,2023-08-13 23:11:00,Доставлено,564,956.85
788,868,2,"ст. Поярково, ул. Гастелло, д. 87, 460059",Морской,ТрансЛогистик,2023-04-04 05:19:00,2023-04-04 16:19:00,Доставлено,20,21.85
789,869,3,"к. Аршан (Бурят.), наб. Олега Кошевого, д. 3/6, 784658",ЖД,ЛогистикПро,2023-05-26 06:39:00,2023-05-28 07:39:00,Доставлено,287,196.13
790,871,7,"г. Краснокамск, бул. Урожайный, д. 2/5 к. 94, 692314",Авиа,ЛогистикПро,2023-02-16 19:55:00,2023-02-17 22:55:00,Доставлено,891,1642.39
791,873,2,"ст. Кашира, пр. Курортный, д. 91 стр. 811, 079055",Авиа,ЛогистикПро,2023-10-23 02:33:00,2023-10-23 22:33:00,Доставлено,857,522.95
792,874,5,"с. Ребриха, наб. Герцена, д. 6 стр. 781, 221531",Грузовик,ЭкспрессДоставка,2023-09-22 02:12:00,2023-09-22 04:12:00,Доставлено,861,732.91
793,875,4,"г. Ставрополь, алл. Производственная, д. 37 стр. 766, 172493",Морской,ЭкспрессДоставка,2023-01-30 08:56:00,2023-02-01 04:56:00,Доставлено,141,149.18
794,876,3,"п. Ялуторовск, алл. Глинки, д. 2/3 к. 27, 412174",Грузовик,ЭкспрессДоставка,2023-07-29 02:47:00,2023-07-29 22:47:00,Доставлено,912,1528.79
795,877,8,"клх Мценск, пер. Подгорный, д. 64 к. 2, 703851",Морской,ЛогистикПро,2023-02-01 03:22:00,2023-02-03 11:22:00,Доставлено,91,129.31
