customer_id,customer_name,customer_type,segment,city,region
1087,Трофимова Милица Вадимовна,Физическое лицо,B2C,Краснодар,Южный
1088,Амос Тихонович Третьяков,Физическое лицо,B2C,Екатеринбург,Уральский
1089,Козлова Клавдия Георгиевна,Физическое лицо,VIP,Санкт-Петербург,Северо-Западный
1090,НПО «Муравьева-Семенова»,Юридическое лицо,B2B,Казань,Приволжский
1091,Аполлинарий Феофанович Архипов,Физическое лицо,B2C,Екатеринбург,Уральский
1092,Игнатий Виленович Лаврентьев,Физическое лицо,B2B,Санкт-Петербург,Северо-Западный
1093,ОАО «Федосеев-Красильников»,Юридическое лицо,B2C,Нижний Новгород,Центральный
1094,ОАО «Шашкова Медведев»,Юридическое лицо,B2C,Калининград,Северо-Западный
1095,Стрелкова Марина Анатольевна,Физическое лицо,VIP,Владивосток,Дальневосточный
1096,РАО «Семенова Архипов»,Юридическое лицо,B2C,Калининград,Северо-Западный
1097,Елена Олеговна Игнатова,Физическое лицо,B2C,Нижний Новгород,Центральный
1098,Вишняков Милен Геннадиевич,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
1099,Афанасьева Инкорпорэйтед,Юридическое лицо,VIP,Нижний Новгород,Центральный
1100,"ОАО «Вишняков, Власова и Степанова»",Юридическое лицо,B2C,Владивосток,Дальневосточный
1101,ВО Машиноимпорт,Юридическое лицо,B2C,Екатеринбург,Уральский
1102,Савва Авдеевич Суворов,Физическое лицо,VIP,Владивосток,Дальневосточный
1103,Максимов Филарет Давидович,Физическое лицо,B2B,Москва,Центральный
1104,Тамара Борисовна Чернова,Физическое лицо,B2C,Новосибирск,Сибирский
1105,тов. Кузнецова Вера Игоревна,Физическое лицо,VIP,Екатеринбург,Уральский
1106,ООО «Евсеева Дьячков»,Юридическое лицо,B2C,Казань,Приволжский
1107,Спартак Иларионович Яковлев,Физическое лицо,B2C,Калининград,Северо-Западный
1108,Никифоров Егор Иларионович,Физическое лицо,B2C,Казань,Приволжский
1109,Селиверстов Мартьян Юлианович,Физическое лицо,VIP,Владивосток,Дальневосточный
1110,Петров Андроник Арсеньевич,Физическое лицо,B2C,Краснодар,Южный
1111,Аксенова Клавдия Наумовна,Физическое лицо,VIP,Екатеринбург,Уральский
1112,Крюкова Ирина Юрьевна,Физическое лицо,B2C,Екатеринбург,Уральский
1113,"АО «Медведев, Исаков и Суханов»",Юридическое лицо,B2C,Екатеринбург,Уральский
1114,Третьякова Лтд,Юридическое лицо,B2B,Казань,Приволжский
1115,Кудряшов Куприян Фадеевич,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
1116,Регина Кирилловна Мишина,Физическое лицо,B2C,Краснодар,Южный
1117,Копылов Пров Эдуардович,Физическое лицо,B2B,Москва,Центральный
1118,"РАО «Шилов, Корнилова и Сысоева»",Юридическое лицо,B2C,Казань,Приволжский
1119,Эмилия Никифоровна Семенова,Физическое лицо,VIP,Краснодар,Южный
1120,ВымпелКом,Юридическое лицо,B2C,Нижний Новгород,Центральный
1121,Беляев Глеб Владиславович,Физическое лицо,B2C,Краснодар,Южный
1122,Елена Борисовна Нестерова,Физическое лицо,B2C,Новосибирск,Сибирский
1123,Никитина Прасковья Леоновна,Физическое лицо,B2C,Нижний Новгород,Центральный
1124,Блохина Надежда Петровна,Физическое лицо,B2B,Сочи,Южный
1125,Акулина Антоновна Веселова,Физическое лицо,B2C,Нижний Новгород,Центральный
1126,Мокей Вячеславович Сорокин,Физическое лицо,B2C,Москва,Центральный
1127,Белова София Константиновна,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
1128,Акулина Мироновна Галкина,Физическое лицо,B2C,Калининград,Северо-Западный
1129,Ладимир Ермилович Анисимов,Физическое лицо,B2C,Калининград,Северо-Западный
1130,Демьян Федотович Самойлов,Физическое лицо,B2C,Казань,Приволжский
1131,Тихон Игнатьевич Беляев,Физическое лицо,B2C,Новосибирск,Сибирский
1132,Моисеев Фрол Витальевич,Физическое лицо,B2C,Новосибирск,Сибирский
1133,Фадеева Жанна Владиславовна,Физическое лицо,B2C,Сочи,Южный
1134,"ЗАО «Кондратьев, Устинова и Королев»",Юридическое лицо,B2C,Санкт-Петербург,Северо-Западный
1135,Валерия Захаровна Макарова,Физическое лицо,B2B,Нижний Новгород,Центральный
1136,Лукьян Жанович Николаев,Физическое лицо,B2C,Сочи,Южный
1137,ИП «Симонова-Кудряшов»,Юридическое лицо,B2B,Владивосток,Дальневосточный
1138,АО «Шубин-Данилова»,Юридическое лицо,B2C,Владивосток,Дальневосточный
1139,Беляков Пахом Феодосьевич,Физическое лицо,B2B,Нижний Новгород,Центральный
1140,Рожков Лев Тарасович,Физическое лицо,B2C,Владивосток,Дальневосточный
1141,Наина Игоревна Новикова,Физическое лицо,B2C,Краснодар,Южный
1142,Анисимова Лидия Сергеевна,Физическое лицо,B2C,Сочи,Южный
1143,Маргарита Вячеславовна Крюкова,Физическое лицо,B2B,Владивосток,Дальневосточный
1144,РАО «Галкина»,Юридическое лицо,B2C,Казань,Приволжский
1145,Вера Мироновна Мартынова,Физическое лицо,B2C,Нижний Новгород,Центральный
1146,"ИП «Захаров, Евдокимова и Баранова»",Юридическое лицо,B2C,Москва,Центральный
1147,Ираклий Феликсович Антонов,Физическое лицо,B2C,Краснодар,Южный
1148,Федор Фёдорович Беляев,Физическое лицо,B2C,Нижний Новгород,Центральный
1149,Кулакова Нонна Алексеевна,Физическое лицо,B2B,Казань,Приволжский
1150,Козлов Захар Егорович,Физическое лицо,B2C,Владивосток,Дальневосточный
1151,Зимина Лтд,Юридическое лицо,B2C,Калининград,Северо-Западный
1152,Лыткина Раиса Игоревна,Физическое лицо,VIP,Сочи,Южный
1153,Капустин Вацлав Глебович,Физическое лицо,VIP,Новосибирск,Сибирский
1154,Людмила Аскольдовна Гордеева,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
1155,Королев Савва Фокич,Физическое лицо,B2C,Казань,Приволжский
1156,Гордей Евсеевич Терентьев,Физическое лицо,B2C,Калининград,Северо-Западный
1157,Тетерин Иван Тихонович,Физическое лицо,B2C,Владивосток,Дальневосточный
1158,Блинов Флорентин Венедиктович,Физическое лицо,VIP,Краснодар,Южный
1159,Анисимова Валерия Филипповна,Физическое лицо,B2C,Сочи,Южный
1160,Тит Димитриевич Захаров,Физическое лицо,B2C,Екатеринбург,Уральский
1161,тов. Рябова Марина Тимуровна,Физическое лицо,VIP,Санкт-Петербург,Северо-Западный
1162,Анисимов Венедикт Ефимович,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
1163,Казаков Макар Артурович,Физическое лицо,B2B,Нижний Новгород,Центральный
1164,Дарья Феликсовна Борисова,Физическое лицо,B2B,Нижний Новгород,Центральный
1165,Степан Арсеньевич Богданов,Физическое лицо,B2C,Калининград,Северо-Западный
1166,Вениамин Артемьевич Соболев,Физическое лицо,B2C,Новосибирск,Сибирский
1167,Трофимова Фёкла Захаровна,Физическое лицо,B2C,Калининград,Северо-Западный
1168,Сидоров Остромир Герасимович,Физическое лицо,B2C,Нижний Новгород,Центральный
1169,"НПО «Шарова, Артемьева и Козлов»",Юридическое лицо,B2C,Казань,Приволжский
1170,ЗАО «Гусев-Матвеева»,Юридическое лицо,B2C,Владивосток,Дальневосточный
1171,Дьячкова Алла Святославовна,Физическое лицо,B2B,Калининград,Северо-Западный
1172,Казимир Матвеевич Потапов,Физическое лицо,B2C,Нижний Новгород,Центральный
1173,Соколова Анастасия Юльевна,Физическое лицо,B2C,Краснодар,Южный
1174,Антонова Акулина Анатольевна,Физическое лицо,B2C,Нижний Новгород,Центральный
1175,Юдина Мария Александровна,Физическое лицо,B2C,Нижний Новгород,Центральный
1176,Харлампий Бориславович Туров,Физическое лицо,B2C,Калининград,Северо-Западный
1177,Красильников Федосий Харламович,Физическое лицо,B2C,Калининград,Северо-Западный
1178,Валентина Вадимовна Шашкова,Физическое лицо,B2C,Сочи,Южный
1179,Брагина Варвара Егоровна,Физическое лицо,B2C,Москва,Центральный
1180,Князева Ксения Болеславовна,Физическое лицо,B2C,Владивосток,Дальневосточный
1181,Марфа Аркадьевна Тихонова,Физическое лицо,B2B,Калининград,Северо-Западный
1182,Силантий Ефимьевич Бирюков,Физическое лицо,B2B,Нижний Новгород,Центральный
1183,Рюрик Матвеевич Гурьев,Физическое лицо,B2C,Нижний Новгород,Центральный
1184,Миронова Елизавета Семеновна,Физическое лицо,B2C,Новосибирск,Сибирский
1185,АСЦ-Холдинг,Юридическое лицо,B2C,Санкт-Петербург,Северо-Западный
1186,Кононова Антонина Никифоровна,Физическое лицо,B2C,Краснодар,Южный
1187,ООО «Григорьева»,Юридическое лицо,B2C,Калининград,Северо-Западный
1188,Носкова Раиса Вячеславовна,Физическое лицо,B2C,Калининград,Северо-Западный
1189,Людмила Рудольфовна Исаева,Физическое лицо,B2B,Сочи,Южный
1190,Котова Лора Игоревна,Физическое лицо,B2C,Владивосток,Дальневосточный
1191,Анастасия Рудольфовна Копылова,Физическое лицо,B2C,Краснодар,Южный
1192,Порфирий Авдеевич Наумов,Физическое лицо,B2C,Сочи,Южный
1193,Андрон Алексеевич Некрасов,Физическое лицо,B2C,Сочи,Южный
1194,Продо,Юридическое лицо,B2C,Сочи,Южный
1195,Евдокимова Евфросиния Натановна,Физическое лицо,B2B,Екатеринбург,Уральский
1196,Дарья Вениаминовна Васильева,Физическое лицо,B2C,Екатеринбург,Уральский
1197,Платон Вилорович Уваров,Физическое лицо,B2C,Владивосток,Дальневосточный
1198,РАО «Турова»,Юридическое лицо,B2C,Москва,Центральный
1199,Майя Михайловна Меркушева,Физическое лицо,B2B,Сочи,Южный
1200,Рыбакова Клавдия Александровна,Физическое лицо,B2B,Санкт-Петербург,Северо-Западный
1201,Емельянова Анжелика Тимофеевна,Физическое лицо,B2C,Калининград,Северо-Западный
1202,РАО «Гуляева Рогова»,Юридическое лицо,B2B,Санкт-Петербург,Северо-Западный
1203,Дикси Групп,Юридическое лицо,B2B,Новосибирск,Сибирский
1204,Тимофей Федосьевич Евсеев,Физическое лицо,B2C,Москва,Центральный
1205,Игнатий Гаврилович Богданов,Физическое лицо,B2B,Санкт-Петербург,Северо-Западный
1206,Пелагея Богдановна Горбачева,Физическое лицо,VIP,Владивосток,Дальневосточный
1207,Ковалева Антонина Федоровна,Физическое лицо,VIP,Казань,Приволжский
1208,Суворова Любовь Богдановна,Физическое лицо,B2B,Нижний Новгород,Центральный
1209,Ксения Андреевна Шашкова,Физическое лицо,B2C,Калининград,Северо-Западный
1210,Родионов Сидор Васильевич,Физическое лицо,B2B,Екатеринбург,Уральский
1211,Михеев Лтд,Юридическое лицо,B2C,Новосибирск,Сибирский
1212,Сафонов Евгений Якубович,Физическое лицо,B2C,Калининград,Северо-Западный
1213,Галкина Раиса Максимовна,Физическое лицо,B2C,Екатеринбург,Уральский
1214,Лукина Надежда Георгиевна,Физическое лицо,B2C,Владивосток,Дальневосточный
1215,Епифан Ааронович Федоров,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
1216,Глафира Святославовна Александрова,Физическое лицо,B2C,Краснодар,Южный
1217,Никодим Ярославович Белов,Физическое лицо,VIP,Москва,Центральный
1218,Синклитикия Ждановна Громова,Физическое лицо,B2C,Нижний Новгород,Центральный
1219,Валентин Викторович Красильников,Физическое лицо,B2C,Екатеринбург,Уральский
1220,Виталий Владиславович Журавлев,Физическое лицо,B2C,Казань,Приволжский
1221,Солид-товарные рынки,Юридическое лицо,B2C,Екатеринбург,Уральский
1222,Егорова Маргарита Игоревна,Физическое лицо,B2C,Сочи,Южный
1223,Екатерина Болеславовна Зуева,Физическое лицо,B2C,Владивосток,Дальневосточный
1224,Евдоким Фадеевич Козлов,Физическое лицо,B2C,Владивосток,Дальневосточный
1225,Родионова Валентина Тимуровна,Физическое лицо,B2C,Казань,Приволжский
1226,Абрамов Никита Феодосьевич,Физическое лицо,B2C,Краснодар,Южный
1227,"АО «Егорова, Голубева и Одинцова»",Юридическое лицо,B2C,Санкт-Петербург,Северо-Западный
1228,Сигизмунд Иосипович Тимофеев,Физическое лицо,B2C,Калининград,Северо-Западный
1229,Тарасова Юлия Аркадьевна,Физическое лицо,B2C,Нижний Новгород,Центральный
1230,Бажен Федосеевич Анисимов,Физическое лицо,B2C,Москва,Центральный
1231,Калашников Парамон Ефстафьевич,Физическое лицо,B2C,Краснодар,Южный
1232,Назар Ануфриевич Филиппов,Физическое лицо,B2B,Нижний Новгород,Центральный
1233,ЗАО «Никифоров Петухов»,Юридическое лицо,B2C,Владивосток,Дальневосточный
1234,Хохлов Гордей Валерианович,Физическое лицо,B2C,Калининград,Северо-Западный
1235,Федосеев Евлампий Артемьевич,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
1236,Евгения Геннадиевна Цветкова,Физическое лицо,B2C,Москва,Центральный
1237,ОАО «Максимова Котов»,Юридическое лицо,B2C,Москва,Центральный
1238,Степанова Таисия Рудольфовна,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
1239,Жданов Автоном Георгиевич,Физическое лицо,B2C,Новосибирск,Сибирский
1240,Аполлинарий Виленович Лобанов,Физическое лицо,B2C,Краснодар,Южный
1241,Кондратьева Вера Вячеславовна,Физическое лицо,B2C,Краснодар,Южный
1242,Рюрик Харлампьевич Куликов,Физическое лицо,B2C,Екатеринбург,Уральский
1243,Герман Артемьевич Антонов,Физическое лицо,VIP,Санкт-Петербург,Северо-Западный
1244,Веселова Ульяна Яковлевна,Физическое лицо,B2C,Казань,Приволжский
1245,Надежда Юльевна Пахомова,Физическое лицо,VIP,Новосибирск,Сибирский
1246,АО «Прохорова Киселева»,Юридическое лицо,B2B,Москва,Центральный
1247,"НПО «Дьячкова, Калашников и Баранова»",Юридическое лицо,B2C,Москва,Центральный
1248,Жданова Прасковья Никифоровна,Физическое лицо,B2B,Санкт-Петербург,Северо-Западный
1249,Чернов Инк,Юридическое лицо,VIP,Санкт-Петербург,Северо-Западный
1250,Вацлав Бориславович Чернов,Физическое лицо,B2C,Новосибирск,Сибирский
1251,Сигизмунд Терентьевич Баранов,Физическое лицо,B2C,Екатеринбург,Уральский
1252,Ковалева Надежда Петровна,Физическое лицо,VIP,Нижний Новгород,Центральный
1253,Белоусова Надежда Константиновна,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
1254,Беляева Элеонора Аскольдовна,Физическое лицо,B2C,Владивосток,Дальневосточный
1255,Блинов Богдан Александрович,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
1256,Эдуард Владленович Буров,Физическое лицо,B2C,Новосибирск,Сибирский
1257,Георгий Еремеевич Исаев,Физическое лицо,B2C,Нижний Новгород,Центральный
1258,ООО «Белякова Степанов»,Юридическое лицо,B2C,Казань,Приволжский
1259,"ИП «Максимова, Блохина и Фролов»",Юридическое лицо,B2C,Казань,Приволжский
1260,ООО «Костин-Муравьева»,Юридическое лицо,B2C,Новосибирск,Сибирский
1261,Семенова Инкорпорэйтед,Юридическое лицо,B2C,Екатеринбург,Уральский
1262,Евграф Трофимович Кондратьев,Физическое лицо,B2C,Нижний Новгород,Центральный
1263,ООО «Галкина-Сафонов»,Юридическое лицо,B2C,Владивосток,Дальневосточный
1264,Ерофей Эдуардович Селиверстов,Физическое лицо,B2C,Москва,Центральный
1265,ООО «Александров Сафонов»,Юридическое лицо,B2C,Нижний Новгород,Центральный
1266,Нестеров Никон Игнатович,Физическое лицо,B2B,Москва,Центральный
1267,Юдина Анастасия Рудольфовна,Физическое лицо,B2C,Казань,Приволжский
1268,София Макаровна Данилова,Физическое лицо,B2B,Калининград,Северо-Западный
1269,Р-Фарм,Юридическое лицо,B2C,Краснодар,Южный
1270,Тева (Teva),Юридическое лицо,B2C,Москва,Центральный
1271,Агафья Святославовна Шубина,Физическое лицо,B2C,Калининград,Северо-Западный
1272,Геннадий Данилович Смирнов,Физическое лицо,B2C,Екатеринбург,Уральский
1273,Рыбакова Феврония Ильинична,Физическое лицо,B2C,Краснодар,Южный
1274,Степанов Кондратий Дмитриевич,Физическое лицо,VIP,Санкт-Петербург,Северо-Западный
1275,Амвросий Ярославович Михайлов,Физическое лицо,B2B,Сочи,Южный
1276,Карл Вячеславович Сорокин,Физическое лицо,B2B,Краснодар,Южный
1277,Стройтранснефтегаз,Юридическое лицо,B2C,Калининград,Северо-Западный
1278,Пестов Викентий Гаврилович,Физическое лицо,B2B,Новосибирск,Сибирский
1279,Валентин Марсович Шестаков,Физическое лицо,B2C,Казань,Приволжский
1280,Ермаков Варфоломей Александрович,Физическое лицо,B2B,Новосибирск,Сибирский
1281,"НПО «Беспалова, Филатов и Устинов»",Юридическое лицо,B2C,Екатеринбург,Уральский
1282,Сергеев Амос Глебович,Физическое лицо,B2B,Москва,Центральный
1283,Аверкий Геннадиевич Макаров,Физическое лицо,B2C,Москва,Центральный
1284,Иванова Таисия Андреевна,Физическое лицо,B2C,Нижний Новгород,Центральный
1285,Королева Кира Георгиевна,Физическое лицо,B2C,Екатеринбург,Уральский
1286,Ермаков Эрнст Захарьевич,Физическое лицо,B2C,Новосибирск,Сибирский
1287,Аксель-Моторс,Юридическое лицо,B2B,Краснодар,Южный
1288,Михайлова Марфа Робертовна,Физическое лицо,B2C,Калининград,Северо-Западный
1289,Викентий Ярославович Прохоров,Физическое лицо,B2C,Казань,Приволжский
1290,Дроздова Таисия Максимовна,Физическое лицо,B2C,Москва,Центральный
1291,Князева Татьяна Афанасьевна,Физическое лицо,B2C,Новосибирск,Сибирский
1292,Нестор Венедиктович Ефремов,Физическое лицо,B2B,Сочи,Южный
1293,Валерия Святославовна Казакова,Физическое лицо,B2C,Екатеринбург,Уральский
1294,София Аркадьевна Колобова,Физическое лицо,B2C,Екатеринбург,Уральский
1295,Кира Николаевна Горбунова,Физическое лицо,VIP,Нижний Новгород,Центральный
1296,Анжелика Ефимовна Воронова,Физическое лицо,B2C,Новосибирск,Сибирский
1297,Полякова Валентина Кирилловна,Физическое лицо,VIP,Санкт-Петербург,Северо-Западный
1298,Суханова Ольга Макаровна,Физическое лицо,B2C,Казань,Приволжский
1299,Аникита Иосифович Самойлов,Физическое лицо,B2C,Краснодар,Южный
1300,Игнатов Панкрат Ермолаевич,Физическое лицо,B2B,Сочи,Южный
1301,Русакова Лтд,Юридическое лицо,B2C,Владивосток,Дальневосточный
1302,Третьякова Зоя Мироновна,Физическое лицо,B2C,Екатеринбург,Уральский
1303,Елисеева Нина Натановна,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
1304,Никандр Антипович Миронов,Физическое лицо,B2C,Краснодар,Южный
1305,Волков Лтд,Юридическое лицо,B2B,Калининград,Северо-Западный
1306,тов. Стрелков Станислав Арсеньевич,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
1307,Медведева Тамара Владиславовна,Физическое лицо,B2C,Казань,Приволжский
1308,Харитон Изотович Воронцов,Физическое лицо,B2C,Екатеринбург,Уральский
1309,Ратибор Вячеславович Орехов,Физическое лицо,B2B,Нижний Новгород,Центральный
1310,Мамонтова Александра Александровна,Физическое лицо,B2B,Сочи,Южный
1311,Валентин Артемьевич Николаев,Физическое лицо,B2C,Новосибирск,Сибирский
1312,Федорова Клавдия Игоревна,Физическое лицо,B2C,Москва,Центральный
1313,Филиппов Твердислав Харитонович,Физическое лицо,B2C,Екатеринбург,Уральский
1314,Олимпиада Семеновна Антонова,Физическое лицо,B2C,Москва,Центральный
1315,Казимир Ефимьевич Прохоров,Физическое лицо,VIP,Санкт-Петербург,Северо-Западный
1316,Лапина Нонна Григорьевна,Физическое лицо,B2C,Казань,Приволжский
1317,Дементьева Лимитед,Юридическое лицо,B2C,Новосибирск,Сибирский
1318,Аполлинарий Августович Крюков,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
1319,АО «Фомина»,Юридическое лицо,B2C,Краснодар,Южный
1320,Карл Терентьевич Лазарев,Физическое лицо,B2C,Нижний Новгород,Центральный
1321,ОАО «Матвеева Фомичев»,Юридическое лицо,B2C,Москва,Центральный
1322,Хохлов Терентий Филимонович,Физическое лицо,VIP,Калининград,Северо-Западный
1323,Евграф Бориславович Орлов,Физическое лицо,B2C,Сочи,Южный
1324,Екатерина Игоревна Жукова,Физическое лицо,B2C,Казань,Приволжский
1325,Марфа Никифоровна Степанова,Физическое лицо,B2C,Нижний Новгород,Центральный
1326,Носова Марина Геннадьевна,Физическое лицо,B2C,Калининград,Северо-Западный
1327,НПО «Семенов-Самойлова»,Юридическое лицо,B2B,Москва,Центральный
1328,ООО «Хохлов-Колобов»,Юридическое лицо,VIP,Екатеринбург,Уральский
1329,Горбунов Федот Игнатович,Физическое лицо,B2B,Сочи,Южный
1330,Романова Галина Аскольдовна,Физическое лицо,B2C,Краснодар,Южный
1331,Титова Инкорпорэйтед,Юридическое лицо,B2C,Новосибирск,Сибирский
1332,Людмила Юльевна Соколова,Физическое лицо,B2C,Калининград,Северо-Западный
1333,РАО «Герасимова Елисеев»,Юридическое лицо,B2C,Нижний Новгород,Центральный
1334,Захарова Евфросиния Григорьевна,Физическое лицо,B2C,Краснодар,Южный
1335,Савватий Ильич Федотов,Физическое лицо,B2B,Сочи,Южный
1336,тов. Корнилов Влас Филиппович,Физическое лицо,B2B,Нижний Новгород,Центральный
1337,ОАО «Тихонова-Исаков»,Юридическое лицо,B2C,Сочи,Южный
1338,Носкова Агафья Михайловна,Физическое лицо,B2C,Сочи,Южный
1339,Кудряшова Эмилия Феликсовна,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
1340,Аскольд Антипович Калинин,Физическое лицо,B2B,Сочи,Южный
1341,Савва Абрамович Пономарев,Физическое лицо,B2B,Новосибирск,Сибирский
1342,ОАО «Кононова Лукина»,Юридическое лицо,B2C,Калининград,Северо-Западный
1343,Нонна Аскольдовна Архипова,Физическое лицо,B2C,Сочи,Южный
1344,Блинов Святополк Харламович,Физическое лицо,B2B,Краснодар,Южный
1345,Алевтина Рудольфовна Панфилова,Физическое лицо,B2C,Краснодар,Южный
1346,Устин Эдгардович Мишин,Физическое лицо,B2C,Москва,Центральный
1347,Валерий Иосипович Федотов,Физическое лицо,B2C,Владивосток,Дальневосточный
1348,Марков Иосиф Давидович,Физическое лицо,B2B,Владивосток,Дальневосточный
1349,Тимур Владленович Муравьев,Физическое лицо,B2C,Новосибирск,Сибирский
1350,Горбачева Светлана Степановна,Физическое лицо,B2C,Екатеринбург,Уральский
1351,Мария Леонидовна Ершова,Физическое лицо,B2C,Москва,Центральный
1352,"АО «Пестова, Петрова и Кудрявцева»",Юридическое лицо,VIP,Екатеринбург,Уральский
1353,Измаил Гавриилович Кононов,Физическое лицо,VIP,Екатеринбург,Уральский
1354,Юдина Галина Тарасовна,Физическое лицо,VIP,Владивосток,Дальневосточный
1355,ТЦ Кунцево Лимитед,Юридическое лицо,B2C,Казань,Приволжский
1356,НПО «Селезнев-Новикова»,Юридическое лицо,B2B,Новосибирск,Сибирский
1357,Брагина Октябрина Валериевна,Физическое лицо,B2C,Новосибирск,Сибирский
1358,Шубина Мария Юрьевна,Физическое лицо,B2C,Краснодар,Южный
1359,Измаил Евсеевич Мамонтов,Физическое лицо,B2C,Москва,Центральный
1360,Елизавета Максимовна Фомина,Физическое лицо,B2C,Москва,Центральный
1361,Абрамова и партнеры,Юридическое лицо,B2C,Нижний Новгород,Центральный
1362,Попов Сократ Жоресович,Физическое лицо,B2B,Нижний Новгород,Центральный
1363,Павлов Лонгин Димитриевич,Физическое лицо,B2B,Москва,Центральный
1364,Ульяна Матвеевна Афанасьева,Физическое лицо,B2C,Калининград,Северо-Западный
1365,Иванов Петр Арсеньевич,Физическое лицо,B2C,Сочи,Южный
1366,Морозова Майя Владимировна,Физическое лицо,B2C,Москва,Центральный
1367,Алла Афанасьевна Савина,Физическое лицо,VIP,Владивосток,Дальневосточный
1368,Комиссарова Инкорпорэйтед,Юридическое лицо,B2C,Нижний Новгород,Центральный
1369,Ерофей Якубович Аксенов,Физическое лицо,B2B,Нижний Новгород,Центральный
1370,Трофимов Федор Виленович,Физическое лицо,B2C,Владивосток,Дальневосточный
1371,Алла Афанасьевна Фролова,Физическое лицо,B2C,Екатеринбург,Уральский
1372,АО «Носова»,Юридическое лицо,B2C,Казань,Приволжский
1373,Маргарита Ефимовна Маслова,Физическое лицо,VIP,Сочи,Южный
1374,Надежда Александровна Сазонова,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
1375,Мухина Тамара Георгиевна,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
1376,Таисия Борисовна Данилова,Физическое лицо,B2C,Нижний Новгород,Центральный
1377,Ермил Геннадиевич Русаков,Физическое лицо,B2C,Нижний Новгород,Центральный
1378,Полина Романовна Беляева,Физическое лицо,B2B,Казань,Приволжский
1379,Лариса Олеговна Громова,Физическое лицо,B2C,Сочи,Южный
1380,Дорофей Фёдорович Ермаков,Физическое лицо,B2C,Москва,Центральный
1381,Шарапов Владислав Артёмович,Физическое лицо,B2C,Владивосток,Дальневосточный
1382,Дарья Владимировна Котова,Физическое лицо,B2C,Сочи,Южный
1383,"ЗАО «Виноградова, Егорова и Цветкова»",Юридическое лицо,B2C,Калининград,Северо-Западный
1384,Никитина Евфросиния Валентиновна,Физическое лицо,B2C,Владивосток,Дальневосточный
1385,Иванна Николаевна Сазонова,Физическое лицо,B2C,Владивосток,Дальневосточный
1386,Шарапов Эммануил Гордеевич,Физическое лицо,B2C,Владивосток,Дальневосточный
1387,Синклитикия Мироновна Данилова,Физическое лицо,B2C,Краснодар,Южный
1388,Спартак Тарасович Шилов,Физическое лицо,B2C,Нижний Новгород,Центральный
1389,Емельянов Тимур Харламович,Физическое лицо,B2C,Екатеринбург,Уральский
1390,Евпраксия Оскаровна Тимофеева,Физическое лицо,B2C,Казань,Приволжский
1391,Борисов Марк Фомич,Физическое лицо,B2B,Краснодар,Южный
1392,ФК Гранд Капитал,Юридическое лицо,B2C,Санкт-Петербург,Северо-Западный
1393,Кириллов Иван Игоревич,Физическое лицо,B2C,Сочи,Южный
1394,Федотова Любовь Матвеевна,Физическое лицо,B2C,Краснодар,Южный
1395,Кононова Иванна Матвеевна,Физическое лицо,B2C,Владивосток,Дальневосточный
1396,Нинель Макаровна Красильникова,Физическое лицо,B2C,Москва,Центральный
1397,Алевтина Валентиновна Лебедева,Физическое лицо,B2C,Казань,Приволжский
1398,АО «Артемьева»,Юридическое лицо,B2B,Новосибирск,Сибирский
1399,ЗАО «Горбачева-Никитин»,Юридическое лицо,B2C,Владивосток,Дальневосточный
1400,Бирюкова Фёкла Тимуровна,Физическое лицо,B2C,Калининград,Северо-Западный
1401,Белозерова Анжелика Владимировна,Физическое лицо,B2C,Екатеринбург,Уральский
1402,Ефимова Нина Тимуровна,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
1403,Изот Бориславович Прохоров,Физическое лицо,VIP,Нижний Новгород,Центральный
1404,ЗАО «Александрова Кудрявцева»,Юридическое лицо,B2C,Краснодар,Южный
1405,"РАО «Васильева, Хохлов и Евсеев»",Юридическое лицо,VIP,Калининград,Северо-Западный
1406,Селезнева Нина Васильевна,Физическое лицо,B2B,Калининград,Северо-Западный
1407,Тихонова Ульяна Ниловна,Физическое лицо,VIP,Казань,Приволжский
1408,Казаков Инк,Юридическое лицо,B2C,Владивосток,Дальневосточный
1409,Варфоломей Теймуразович Медведев,Физическое лицо,B2C,Владивосток,Дальневосточный
1410,МУМТ (BAT),Юридическое лицо,B2B,Екатеринбург,Уральский
1411,Александров Лучезар Артемьевич,Физическое лицо,VIP,Москва,Центральный
1412,Екатерина Аскольдовна Кузнецова,Физическое лицо,B2C,Санкт-Петербург,Северо-Западный
1413,Пономарев Игнатий Брониславович,Физическое лицо,B2C,Краснодар,Южный
